accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,ticker,report_url
0001193125-18-049729,2018-02-20,2017-12-31,2018-02-20T10:03:26.000Z,34,10-K,001-32395,18623436,,27517659,1,0,d534096d10k.htm,10-K,COP,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1163165/000119312518049729/d534096d10k.htm
0001193125-17-050077,2017-02-21,2016-12-31,2017-02-21T12:34:09.000Z,34,10-K,001-32395,17624312,,26481971,1,0,d264316d10k.htm,10-K,COP,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1163165/000119312517050077/d264316d10k.htm
0001193125-16-754694,2016-11-01,2016-09-30,2016-11-01T10:55:56.000Z,34,10-Q,001-32395,161963641,,11560235,1,0,d268453d10q.htm,10-Q,COP,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1163165/000119312516754694/d268453d10q.htm
0000821189-24-000011,2024-02-22,2023-12-31,2024-02-22T16:43:31.000Z,34,10-K,001-09743,24665597,,14016084,1,1,eog-20231231.htm,10-K,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118924000011/eog-20231231.htm
0000821189-23-000051,2023-11-02,2023-09-30,2023-11-02T16:29:03.000Z,34,10-Q,001-09743,231372840,,6716843,1,1,eog-20230930.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118923000051/eog-20230930.htm
0000821189-23-000040,2023-08-03,2023-06-30,2023-08-03T16:22:09.000Z,34,10-Q,001-09743,231140422,,6536273,1,1,eog-20230630.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118923000040/eog-20230630.htm
0000821189-23-000024,2023-05-04,2023-03-31,2023-05-04T16:24:31.000Z,34,10-Q,001-09743,23889157,,6260074,1,1,eog-20230331.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118923000024/eog-20230331.htm
0000821189-23-000015,2023-02-23,2022-12-31,2023-02-23T16:23:25.000Z,34,10-K,001-09743,23660009,,15801530,1,1,eog-20221231.htm,10-K,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118923000015/eog-20221231.htm
0000821189-22-000056,2022-11-03,2022-09-30,2022-11-03T16:39:35.000Z,34,10-Q,001-09743,221358664,,7590349,1,1,eog-20220930.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118922000056/eog-20220930.htm
0000821189-22-000041,2022-08-04,2022-06-30,2022-08-04T16:29:48.000Z,34,10-Q,001-09743,221137091,,7577197,1,1,eog-20220630.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118922000041/eog-20220630.htm
0000821189-22-000028,2022-05-05,2022-03-31,2022-05-05T16:24:51.000Z,34,10-Q,001-09743,22896727,,6611797,1,1,eog-20220331.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118922000028/eog-20220331.htm
0000821189-22-000017,2022-02-24,2021-12-31,2022-02-24T16:51:16.000Z,34,10-K,001-09743,22671961,,21339438,1,1,eog-20211231.htm,10-K,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118922000017/eog-20211231.htm
0000821189-21-000089,2021-11-04,2021-09-30,2021-11-04T16:31:46.000Z,34,10-Q,001-09743,211380484,,8548357,1,1,eog-20210930.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118921000089/eog-20210930.htm
0000821189-21-000075,2021-08-04,2021-06-30,2021-08-04T16:32:42.000Z,34,10-Q,001-09743,211144498,,7893593,1,1,eog-20210630.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118921000075/eog-20210630.htm
0000821189-21-000047,2021-05-06,2021-03-31,2021-05-06T16:57:55.000Z,34,10-Q,001-09743,21898732,,6880731,1,1,eog-20210331.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118921000047/eog-20210331.htm
0000821189-21-000017,2021-02-25,2020-12-31,2021-02-25T16:57:09.000Z,34,10-K,001-09743,21681293,,22385013,1,1,eog-20201231.htm,10-K,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118921000017/eog-20201231.htm
0000821189-20-000053,2020-11-05,2020-09-30,2020-11-05T16:45:29.000Z,34,10-Q,001-09743,201291218,,8614538,1,1,eog-20200930.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118920000053/eog-20200930.htm
0000821189-20-000040,2020-08-06,2020-06-30,2020-08-06T16:26:53.000Z,34,10-Q,001-09743,201082118,,9463911,1,1,eog-20200630.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118920000040/eog-20200630.htm
0000821189-20-000028,2020-05-07,2020-03-31,2020-05-07T16:28:35.000Z,34,10-Q,001-09743,20856912,,9151211,1,1,a2020033110-q.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118920000028/a2020033110-q.htm
0000821189-20-000010,2020-02-27,2019-12-31,2020-02-27T16:49:50.000Z,34,10-K,001-09743,20663125,,28288413,1,1,a2019123110-k.htm,10-K,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118920000010/a2019123110-k.htm
0000821189-19-000039,2019-11-06,2019-09-30,2019-11-06T16:27:39.000Z,34,10-Q,001-09743,191196712,,10349747,1,1,a2019093010-q.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118919000039/a2019093010-q.htm
0000821189-19-000030,2019-08-01,2019-06-30,2019-08-01T16:56:06.000Z,34,10-Q,001-09743,19993383,,10216166,1,1,a2019063010-q.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118919000030/a2019063010-q.htm
0000821189-19-000020,2019-05-02,2019-03-31,2019-05-02T16:51:41.000Z,34,10-Q,001-09743,19792697,,8021736,1,0,a2019033110-q.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118919000020/a2019033110-q.htm
0000821189-19-000009,2019-02-26,2018-12-31,2019-02-26T16:24:41.000Z,34,10-K,001-09743,19633757,,25209361,1,0,a2018123110-k.htm,10-K,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118919000009/a2018123110-k.htm
0000821189-18-000044,2018-11-01,2018-09-30,2018-11-01T16:36:30.000Z,34,10-Q,001-09743,181154339,,8584578,1,0,a2018093010-q.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118918000044/a2018093010-q.htm
0000821189-18-000034,2018-08-02,2018-06-30,2018-08-02T16:26:37.000Z,34,10-Q,001-09743,18988739,,8269594,1,0,a2018063010-q.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118918000034/a2018063010-q.htm
0000821189-18-000025,2018-05-03,2018-03-31,2018-05-03T16:24:26.000Z,34,10-Q,001-09743,18804140,,7245277,1,0,a2018033110-q.htm,10-Q,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118918000025/a2018033110-q.htm
0000821189-18-000012,2018-02-27,2017-12-31,2018-02-27T16:28:26.000Z,34,10-K,001-09743,18645479,,25332625,1,0,a2017123110-k.htm,10-K,EOG,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/821189/000082118918000012/a2017123110-k.htm
0001035002-24-000007,2024-02-22,2023-12-31,2024-02-22T14:17:34.000Z,34,10-K,001-13175,24664139,,21294262,1,1,vlo-20231231.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500224000007/vlo-20231231.htm
0001035002-23-000110,2023-10-26,2023-09-30,2023-10-26T16:23:47.000Z,34,10-Q,001-13175,231350476,,10427586,1,1,vlo-20230930.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500223000110/vlo-20230930.htm
0001035002-23-000103,2023-07-27,2023-06-30,2023-07-27T16:14:04.000Z,34,10-Q,001-13175,231118562,,10590468,1,1,vlo-20230630.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500223000103/vlo-20230630.htm
0001035002-23-000054,2023-04-27,2023-03-31,2023-04-27T16:16:32.000Z,34,10-Q,001-13175,23857157,,9737093,1,1,vlo-20230331.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500223000054/vlo-20230331.htm
0001035002-23-000027,2023-02-23,2022-12-31,2023-02-23T14:28:38.000Z,34,10-K,001-13175,23658895,,23442099,1,1,vlo-20221231.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500223000027/vlo-20221231.htm
0001035002-22-000049,2022-10-26,2022-09-30,2022-10-26T17:09:18.000Z,34,10-Q,001-13175,221334036,,11227811,1,1,vlo-20220930.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500222000049/vlo-20220930.htm
0001035002-22-000044,2022-07-28,2022-06-30,2022-07-28T15:19:01.000Z,34,10-Q,001-13175,221114743,,11131786,1,1,vlo-20220630.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500222000044/vlo-20220630.htm
0001035002-22-000024,2022-04-28,2022-03-31,2022-04-27T18:41:30.000Z,34,10-Q,001-13175,22861430,,8971770,1,1,vlo-20220331.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500222000024/vlo-20220331.htm
0001035002-22-000007,2022-02-22,2021-12-31,2022-02-22T14:55:26.000Z,34,10-K,001-13175,22657627,,23803466,1,1,vlo-20211231.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500222000007/vlo-20211231.htm
0001035002-21-000118,2021-10-27,2021-09-30,2021-10-27T17:14:39.000Z,34,10-Q,001-13175,211353934,,11140921,1,1,vlo-20210930.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500221000118/vlo-20210930.htm
0001035002-21-000102,2021-07-29,2021-06-30,2021-07-29T15:48:32.000Z,34,10-Q,001-13175,211127192,,10878069,1,1,vlo-20210630.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500221000102/vlo-20210630.htm
0001035002-21-000068,2021-04-30,2021-03-31,2021-04-30T11:21:31.000Z,34,10-Q,001-13175,21875106,,9081684,1,1,vlo-20210331.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500221000068/vlo-20210331.htm
0001035002-21-000051,2021-02-23,2020-12-31,2021-02-23T15:43:21.000Z,34,10-K,001-13175,21665184,,24515253,1,1,vlo-20201231.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500221000051/vlo-20201231.htm
0001035002-20-000053,2020-10-28,2020-09-30,2020-10-28T16:23:27.000Z,34,10-Q,001-13175,201268955,,13798185,1,1,vlo-20200930.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500220000053/vlo-20200930.htm
0001035002-20-000041,2020-07-31,2020-06-30,2020-07-30T19:44:19.000Z,34,10-Q,001-13175,201062321,,16041327,1,1,vloform10-qx6302020.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500220000041/vloform10-qx6302020.htm
0001035002-20-000016,2020-04-29,2020-03-31,2020-04-29T16:58:03.000Z,34,10-Q,001-13175,20831270,,12206914,1,1,vloform10-qx3312020.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500220000016/vloform10-qx3312020.htm
0001035002-20-000007,2020-02-26,2019-12-31,2020-02-26T14:08:29.000Z,34,10-K,001-13175,20654970,,33940164,1,1,vloform10-kx12312019.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500220000007/vloform10-kx12312019.htm
0001035002-19-000047,2019-11-07,2019-09-30,2019-11-07T12:48:00.000Z,34,10-Q,001-13175,191199323,,21963979,1,1,vloform10-qx9302019.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500219000047/vloform10-qx9302019.htm
0001035002-19-000040,2019-08-06,2019-06-30,2019-08-06T11:49:14.000Z,34,10-Q,001-13175,191001049,,21453089,1,1,vloform10-qx6302019.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500219000040/vloform10-qx6302019.htm
0001035002-19-000025,2019-05-07,2019-03-31,2019-05-07T11:57:02.000Z,34,10-Q,001-13175,19802037,,16624587,1,1,vloform10-qx3312019.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500219000025/vloform10-qx3312019.htm
0001035002-19-000008,2019-02-28,2018-12-31,2019-02-28T16:06:55.000Z,34,10-K,001-13175,19643199,,23255484,1,0,vloform10-kx12312018.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500219000008/vloform10-kx12312018.htm
0001035002-18-000047,2018-11-06,2018-09-30,2018-11-06T12:26:32.000Z,34,10-Q,001-13175,181162229,,11772175,1,0,vloform10-qx9302018.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500218000047/vloform10-qx9302018.htm
0001035002-18-000041,2018-08-06,2018-06-30,2018-08-06T13:39:43.000Z,34,10-Q,001-13175,18994265,,11386455,1,0,vloform10-qx6302018.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500218000041/vloform10-qx6302018.htm
0001035002-18-000015,2018-05-07,2018-03-31,2018-05-07T11:57:22.000Z,34,10-Q,001-13175,18810300,,9016073,1,0,vloform10-qx3312018.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500218000015/vloform10-qx3312018.htm
0001035002-18-000010,2018-02-28,2017-12-31,2018-02-28T14:24:13.000Z,34,10-K,001-13175,18650095,,22570566,1,0,vloform10-kx12312017.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500218000010/vloform10-kx12312017.htm
0001035002-17-000062,2017-11-07,2017-09-30,2017-11-07T16:54:56.000Z,34,10-Q,001-13175,171184117,,10953982,1,0,vloform10-qx9302017.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500217000062/vloform10-qx9302017.htm
0001035002-17-000044,2017-08-07,2017-06-30,2017-08-07T16:38:21.000Z,34,10-Q,001-13175,171012024,,10397435,1,0,vloform10-qx6302017.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500217000044/vloform10-qx6302017.htm
0001035002-17-000032,2017-05-08,2017-03-31,2017-05-08T16:47:05.000Z,34,10-Q,001-13175,17823064,,8133673,1,0,vloform10-qx3312017.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500217000032/vloform10-qx3312017.htm
0001035002-17-000009,2017-02-23,2016-12-31,2017-02-23T15:34:55.000Z,34,10-K,001-13175,17632248,,21749803,1,0,vloform10-kx12312016.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500217000009/vloform10-kx12312016.htm
0001035002-16-000123,2016-11-08,2016-09-30,2016-11-08T13:11:14.000Z,34,10-Q,001-13175,161980630,,11422792,1,0,vloform10-qx9302016.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500216000123/vloform10-qx9302016.htm
0001035002-16-000113,2016-08-04,2016-06-30,2016-08-04T10:38:35.000Z,34,10-Q,001-13175,161806214,,10933615,1,0,vloform10-qx6302016.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500216000113/vloform10-qx6302016.htm
0001035002-16-000087,2016-05-05,2016-03-31,2016-05-05T12:38:47.000Z,34,10-Q,001-13175,161622680,,8804090,1,0,vloform10-qx3312016.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500216000087/vloform10-qx3312016.htm
0001035002-16-000069,2016-02-25,2015-12-31,2016-02-25T14:49:47.000Z,34,10-K,001-13175,161455357,,21569150,1,0,vloform10-kx12312015.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500216000069/vloform10-kx12312015.htm
0001035002-15-000063,2015-11-04,2015-09-30,2015-11-04T16:21:22.000Z,34,10-Q,001-13175,151197188,,10364598,1,0,vloform10-qx9302015.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500215000063/vloform10-qx9302015.htm
0001035002-15-000055,2015-08-06,2015-06-30,2015-08-06T15:53:03.000Z,34,10-Q,001-13175,151032952,,10384598,1,0,vloform10-qx6302015.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500215000055/vloform10-qx6302015.htm
0001035002-15-000036,2015-05-07,2015-03-31,2015-05-07T16:26:13.000Z,34,10-Q,001-13175,15842166,,11780831,1,0,vloform10-qx3312015.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500215000036/vloform10-qx3312015.htm
0001035002-15-000009,2015-02-26,2014-12-31,2015-02-26T14:18:54.000Z,34,10-K,001-13175,15651719,,30777754,1,0,vloform10-kx12312014.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500215000009/vloform10-kx12312014.htm
0001035002-14-000059,2014-11-06,2014-09-30,2014-11-06T15:48:36.000Z,34,10-Q,001-13175,141200488,,14619595,1,0,vloform10-qx9302014.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500214000059/vloform10-qx9302014.htm
0001035002-14-000052,2014-08-07,2014-06-30,2014-08-07T16:20:32.000Z,34,10-Q,001-13175,141024196,,14836953,1,0,vloform10-qx6302014.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500214000052/vloform10-qx6302014.htm
0001035002-14-000036,2014-05-08,2014-03-31,2014-05-08T16:40:54.000Z,34,10-Q,001-13175,14825569,,12320066,1,0,vloform10-qx3312014.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500214000036/vloform10-qx3312014.htm
0001035002-14-000008,2014-02-27,2013-12-31,2014-02-27T15:12:04.000Z,34,10-K,001-13175,14648446,,32189149,1,0,vloform10-kx12312013.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500214000008/vloform10-kx12312013.htm
0001035002-13-000066,2013-11-05,2013-09-30,2013-11-05T16:12:19.000Z,34,10-Q,001-13175,131192746,,14840355,1,0,vloform10-qx9302013.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500213000066/vloform10-qx9302013.htm
0001035002-13-000060,2013-08-07,2013-06-30,2013-08-07T09:59:35.000Z,34,10-Q,001-13175,131016083,,20982901,1,0,vloform10-qx6302013.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500213000060/vloform10-qx6302013.htm
0001035002-13-000037,2013-05-08,2013-03-31,2013-05-08T10:02:23.000Z,34,10-Q,001-13175,13823002,,12655614,1,0,vloform10-qx3312013.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500213000037/vloform10-qx3312013.htm
0001035002-13-000008,2013-02-28,2012-12-31,2013-02-28T14:42:22.000Z,34,10-K,001-13175,13651242,,30284963,1,0,vlo12311210k.htm,10-K,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500213000008/vlo12311210k.htm
0001035002-12-000059,2012-11-06,2012-09-30,2012-11-06T10:18:03.000Z,34,10-Q,001-13175,121182005,,13830770,1,0,vlo9301210q.htm,10-Q,VLO,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1035002/000103500212000059/vlo9301210q.htm
0001534701-24-000078,2024-02-21,2023-12-31,2024-02-21T17:09:50.000Z,34,10-K,001-35349,24660887,,32930083,1,1,psx-20231231.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470124000078/psx-20231231.htm
0001534701-23-000148,2023-11-03,2023-09-30,2023-11-03T12:52:15.000Z,34,10-Q,001-35349,231375349,,11227585,1,1,psx-20230930.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470123000148/psx-20230930.htm
0001534701-23-000123,2023-08-04,2023-06-30,2023-08-03T19:30:37.000Z,34,10-Q,001-35349,231141780,,11030508,1,1,psx-20230630.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470123000123/psx-20230630.htm
0001534701-23-000080,2023-05-04,2023-03-31,2023-05-04T16:38:47.000Z,34,10-Q,001-35349,23889477,,10648576,1,1,psx-20230331.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470123000080/psx-20230331.htm
0001534701-23-000053,2023-02-22,2022-12-31,2023-02-22T17:00:31.000Z,34,10-K,001-35349,23654304,,25919073,1,1,psx-20221231.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470123000053/psx-20221231.htm
0001534701-22-000185,2022-11-09,2022-09-30,2022-11-08T18:01:22.000Z,34,10-Q,001-35349,221370190,,13718328,1,1,psx-20220930.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470122000185/psx-20220930.htm
0001534701-22-000143,2022-07-29,2022-06-30,2022-07-29T16:51:55.000Z,34,10-Q,001-35349,221121580,,10990241,1,1,psx-20220630.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470122000143/psx-20220630.htm
0001534701-22-000103,2022-04-29,2022-03-31,2022-04-29T14:47:53.000Z,34,10-Q,001-35349,22874130,,8272589,1,1,psx-20220331.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470122000103/psx-20220331.htm
0001534701-22-000078,2022-02-18,2021-12-31,2022-02-18T16:16:05.000Z,34,10-K,001-35349,22652951,,22921639,1,1,psx-20211231.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470122000078/psx-20211231.htm
0001534701-21-000209,2021-10-29,2021-09-30,2021-10-29T13:41:37.000Z,34,10-Q,001-35349,211362229,,10323897,1,1,psx-20210930.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470121000209/psx-20210930.htm
0001534701-21-000150,2021-08-03,2021-06-30,2021-08-03T17:01:08.000Z,34,10-Q,001-35349,211140759,,10073571,1,1,psx-20210630.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470121000150/psx-20210630.htm
0001534701-21-000106,2021-04-30,2021-03-31,2021-04-30T15:36:16.000Z,34,10-Q,001-35349,21877350,,8533607,1,1,psx-20210331.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470121000106/psx-20210331.htm
0001534701-21-000074,2021-02-24,2020-12-31,2021-02-24T14:54:14.000Z,34,10-K,001-35349,21671924,,23010157,1,1,psx-20201231.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470121000074/psx-20201231.htm
0001534701-20-000154,2020-10-30,2020-09-30,2020-10-30T14:48:53.000Z,34,10-Q,001-35349,201276816,,15068563,1,1,psx-20200930.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470120000154/psx-20200930.htm
0001534701-20-000120,2020-07-31,2020-06-30,2020-07-31T15:00:27.000Z,34,10-Q,001-35349,201065596,,17917521,1,1,psx-20200630.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470120000120/psx-20200630.htm
0001534701-20-000085,2020-05-01,2020-03-31,2020-05-01T15:00:34.000Z,34,10-Q,001-35349,20840308,,12954393,1,1,psx-202033110q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470120000085/psx-202033110q.htm
0001534701-20-000070,2020-02-21,2019-12-31,2020-02-21T15:05:37.000Z,34,10-K,001-35349,20639341,,30766836,1,1,psx-2019123110k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470120000070/psx-2019123110k.htm
0001534701-19-000135,2019-10-25,2019-09-30,2019-10-25T15:50:39.000Z,34,10-Q,001-35349,191169778,,16122866,1,1,psx-201993010q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470119000135/psx-201993010q.htm
0001534701-19-000095,2019-07-26,2019-06-30,2019-07-26T15:24:11.000Z,34,10-Q,001-35349,19977823,,15639309,1,1,psx-201963010q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470119000095/psx-201963010q.htm
0001534701-19-000072,2019-04-30,2019-03-31,2019-04-30T15:48:19.000Z,34,10-Q,001-35349,19781386,,11802815,1,0,psx-2019331_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470119000072/psx-2019331_10q.htm
0001534701-19-000063,2019-02-22,2018-12-31,2019-02-22T13:29:34.000Z,34,10-K,001-35349,19625035,,25980019,1,0,psx-20181231_10k.htm,10-K,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470119000063/psx-20181231_10k.htm
0001534701-18-000109,2018-10-26,2018-09-30,2018-10-26T15:30:44.000Z,34,10-Q,001-35349,181141555,,12937266,1,0,psx-2018930_10q.htm,10-Q,PSX,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1534701/000153470118000109/psx-2018930_10q.htm
